000033,UGRD,HIS215LEC
014832,UGRD,PSY325LEC
301639,UGRD,PUB210LEC
301641,UGRD,PUB220LEC
001432,UGRD,SSC420SEM
002546,UGRD,NSG250LEC
013420,UGRD,HIS366LEC
014276,UGRD,PHI321LEC
014829,UGRD,PSY322LEC
015553,UGRD,ENG323LEC
015902,UGRD,ENG389LEC
016566,UGRD,SSC318SEM
017773,UGRD,CSE490LEC
018004,UGRD,GEO412LEC
018352,UGRD,ECO411LEC
019527,UGRD,MT402LR
019551,UGRD,BE406LR
300601,UGRD,BE420LEC
300629,UGRD,NBC354LEC
300701,UGRD,IE425LEC
300779,UGRD,EE379LLB
300861,UGRD,SOC378LEC
300967,UGRD,BE450LEC
301003,UGRD,HIS447SEM
301198,UGRD,SOC385LEC
302035,UGRD,PHI240LEC
303351,UGRD,IDS302LEC
010016,UGRD,JDS389LEC
302333,UGRD,APY355SEM
001497,UGRD,APY215LEC
017003,UGRD,TH390LEC
000126,UGRD,AAS324LEC
001177,UGRD,END319LEC
013313,UGRD,MUS114LEC
014313,UGRD,PHI380LEC
015896,UGRD,ENG368LEC
010024,UGRD,LAT301LEC
010025,UGRD,LAT302LEC
005731,UGRD,SOC321LEC
015905,UGRD,ENG370LEC
002295,UGRD,COM242LEC
003266,UGRD,GEO425LEC
009894,UGRD,DMS332SEM
015465,UGRD,DMS462SEM
015472,UGRD,DMS484SEM
015474,UGRD,DMS486LEC
018780,UGRD,IE406LEC
300700,UGRD,IE411LEC
301156,UGRD,COM360LEC
015932,UGRD,SPA102LEC
013842,UGRD,CHI402LEC
009356,UGRD,ARC300LEC
004554,UGRD,CSE241LLB
004559,UGRD,CSE321LR
004562,UGRD,CSE341LR
005437,UGRD,END301LEC
009745,UGRD,CIE327LLB
009879,UGRD,DMS121SEM
010058,UGRD,CIE449LEC
013619,UGRD,MAE311LEC
013626,UGRD,MAE364LEC
013628,UGRD,MAE377LLB
013924,UGRD,MAE436LEC
015327,UGRD,HIS429SEM
017290,UGRD,MAE464LLB
300647,UGRD,CIE416LEC
015931,UGRD,SPA101LEC
009949,UGRD,GR201LEC
009203,UGRD,RUS101LEC
009204,UGRD,RUS102LEC
301889,UGRD,AHI150LR
015889,UGRD,ENG329LEC
006831,UGRD,ENG429SEM
010569,UGRD,IE482LEC
013382,UGRD,HIS329LEC
015556,UGRD,ENG326LEC
018086,UGRD,PHI248LEC
003189,UGRD,APY353LEC
003517,UGRD,APY437LEC
003520,UGRD,APY441SEM
006513,UGRD,CL362LEC
006960,UGRD,GER104LEC
005815,UGRD,ECO207LEC
300482,UGRD,HIN101LEC
300483,UGRD,HIN102LEC
013543,UGRD,CHI102LEC
010023,UGRD,LAT201LEC
004565,UGRD,CSE379LLB
005838,UGRD,ECO412LEC
008285,UGRD,ENG263LEC
013629,UGRD,MAE381LEC
023917,UGRD,END305LEC
301652,UGRD,ENG291LEC
011381,UGRD,KOR302LEC
003167,UGRD,APY320SEM
004759,UGRD,NSG470LEC
014275,UGRD,PHI320LEC
014837,UGRD,PSY341LEC
017962,UGRD,LIN342LEC
300626,UGRD,BE460LEC
106114,UGRD,CHI191LEC
106116,UGRD,CHI192LEC
106118,UGRD,CHI193LEC
004544,UGRD,CSE115LLR
